330000K5980N,K599,BTC,GZQ
2400000G7109,G71,BXP,IOQ
2400000G7908,G79,BXP,IOQ
2400000G6505,G65,BXP,IZQ
2400000Z3500,Z35,BXP,GZQ
2400000G6708,G67,BXP,IZQ
2400000Z9700,Z97,BXP,GGQ
2400000G6902,G69,BXP,IZQ
1200000Z1200,Z13,SBT,GGQ
240000Z20102,Z201,BXP,SEQ
240000D9010A,D901,BXP,IOQ
240000D90305,D903,BXP,IOQ
240000D90900,D909,BXP,IOQ
240000D92703,D927,BXP,IOQ
240000D92103,D921,BXP,IZQ
240000D92305,D923,BXP,IZQ
240000K8190B,K819,BXP,CUW
240000G30702,G307,BXP,ICW
240000G30902,G309,BXP,CUW
240000K5890L,K589,BXP,CUW
2400000Z4903,Z49,BXP,CDW
24000000T90N,T9,BXP,CUW
240000K6190H,K619,BXP,CUW
240000G10108,G101,VNP,AOH
240000G1030D,G103,VNP,AOH
240000G1050C,G105,VNP,AOH
2400000G110D,G11,VNP,AOH
240000G1070B,G107,VNP,AOH
240000G1090P,G109,VNP,AOH
240000G1110N,G111,VNP,AOH
24000000G109,G1,VNP,AOH
240000G11309,G113,VNP,AOH
2400000G4110,G41,VNP,HGH
240000G1150N,G115,VNP,AOH
240000G1170G,G117,VNP,AOH
2400000G1306,G13,VNP,AOH
240000G11909,G119,VNP,AOH
240000G1210B,G121,VNP,AOH
2400000G150C,G15,VNP,AOH
240000G1230F,G123,VNP,AOH
240000G1250T,G125,VNP,AOH
240000G41100,G411,VNP,AOH
240000G1270N,G127,VNP,AOH
24000014610Y,1461,BJP,SHH
240000G1290I,G129,VNP,AOH
240000G1310B,G131,VNP,AOH
240000G13309,G133,VNP,AOH
240000G13507,G135,VNP,AOH
240000G1370B,G137,VNP,AOH
24000000G306,G3,VNP,AOH
2400000G4303,G43,VNP,HGH
240000G1390I,G139,VNP,AOH
240000G14108,G141,VNP,AOH
2400000G1707,G17,VNP,AOH
240000G1430E,G143,VNP,AOH
240000G1450E,G145,VNP,AOH
2400000G1908,G19,VNP,AOH
240000G14707,G147,VNP,AOH
240000G1490A,G149,VNP,AOH
240000G1510J,G151,VNP,AOH
2400000G2107,G21,VNP,AOH
240000G15308,G153,VNP,AOH
240000G1550U,G155,VNP,AOH
240000G1570C,G157,VNP,AOH
240000G1590Q,G159,VNP,AOH
240000T1090J,T109,BJP,SHH
240000D31104,D311,VNP,SHH
240000D3210A,D321,VNP,SHH
26000K77260U,K7727,HDP,QTP
280000260400,2601,DTV,QTP
24000C200109,C2001,VNP,TJP
24000C20030C,C2003,VNP,TJP
24000C22010A,C2201,VNP,TJP
24000C20050A,C2005,VNP,TJP
24000C200708,C2007,VNP,TJP
24000C22030A,C2203,VNP,TJP
240000G47101,G471,VNP,YAK
24000G678300,G6783,VNP,FHP
2400000G5706,G57,VNP,NGH
24000C200907,C2009,VNP,TJP
24000C20110B,C2011,VNP,TJP
240000G38302,G383,VNP,JLL
24000C20130C,C2013,VNP,TJP
240000G38104,G381,VNP,VAB
24000C20150C,C2015,VNP,TJP
24000D679303,D6793,VNP,TSP
24000C20170C,C2017,VNP,TJP
24000C201909,C2019,VNP,TJP
240000G38703,G387,VNP,DFT
24000C22050D,C2205,VNP,TJP
24000C20210D,C2021,VNP,TJP
24000C20230E,C2023,VNP,TJP
24000C202509,C2025,VNP,TJP
24000C20270E,C2027,VNP,TJP
24000C20290D,C2029,VNP,TJP
24000C22070A,C2207,VNP,TJP
620000Z20800,Z205,CSQ,TJP
33000011340A,1135,WXC,TJP
24000C20310C,C2031,VNP,TJP
24000C20330N,C2033,VNP,TJP
24000C22090J,C2209,VNP,TJP
24000K13010D,K1301,BJP,MLX
24000G678500,G6785,VNP,FHP
24000C20350C,C2035,VNP,TJP
24000C20370D,C2037,VNP,TJP
24000C20390B,C2039,VNP,TJP
4100000T5607,T57,BJY,TJP
24000C22110A,C2211,VNP,TJP
26000T56820K,T5683,SJP,QTP
2400000K450X,K45,BJP,FZS
24000C20410D,C2041,VNP,TJP
2400000G3307,G33,VNP,NXG
24000C221309,C2213,VNP,TJP
24000C20430G,C2043,VNP,TJP
24000C20450B,C2045,VNP,TJP
24000C221509,C2215,VNP,TJP
24000C20470B,C2047,VNP,TJP
24000C22170A,C2217,VNP,TJP
24000C20490C,C2049,VNP,TJP
24000C20510C,C2051,VNP,TJP
24000025890Y,2589,BJP,BCT
24000G678720,G6787,VNP,FHP
24000C20530F,C2053,VNP,TJP
24000C20550A,C2055,VNP,TJP
240000K2150C,K215,BJP,TML
24000C20570B,C2057,VNP,TJP
24000C22190F,C2219,VNP,TJP
24000C222109,C2221,VNP,TJP
2400000T3906,T39,BJP,QHX
24000C205909,C2059,VNP,TJP
240000442902,4429,BJP,QTP
24000C222307,C2223,VNP,TJP
240000Y51802,Y515,ZMP,VVP
880000K88600,K887,XNO,TJP
24000C20610A,C2061,VNP,TJP
24000C222507,C2225,VNP,TJP
24000C20630A,C2063,VNP,TJP
240000G19306,G193,VNP,QDK
24000C22270D,C2227,VNP,TJP
24000C20650B,C2065,VNP,TJP
24000C20670A,C2067,VNP,TJP
24000C20690B,C2069,VNP,TJP
240000G47501,G475,VNP,RCK
24000C207109,C2071,VNP,TJP
24000C222908,C2229,VNP,TJP
24000G678910,G6789,VNP,FHP
24000D679502,D6795,VNP,TSP
24000C223109,C2231,VNP,TJP
24000K102303,K1023,BJP,TML
24000C207308,C2073,VNP,TJP
240000K2850S,K285,BJP,YAK
24000C20750B,C2075,VNP,TJP
24000C20770A,C2077,VNP,TJP
24000C22330E,C2233,VNP,TJP
2400000T310O,T31,BJP,HZH
24000C20790B,C2079,VNP,TJP
24000C20810C,C2081,VNP,TJP
2400000K270K,K27,BJP,DUT
24000C223504,C2235,VNP,TJP
24000C208309,C2083,VNP,TJP
24000C20850A,C2085,VNP,TJP
24000C208709,C2087,VNP,TJP
24000C20890F,C2089,VNP,TJP
24000C223705,C2237,VNP,TJP
240000G48101,G481,VNP,JGK
240000Z13902,Z139,BJP,NUH
24000C20910H,C2091,VNP,TJP
24000C20930C,C2093,VNP,TJP
24000G679100,G6791,VNP,FHP
24000C209504,C2095,VNP,TJP
24000C22390F,C2239,VNP,TJP
24000C20970K,C2097,VNP,TJP
24000C22410H,C2241,VNP,TJP
240000T21504,T215,BJP,UTH
24000C209903,C2099,VNP,TJP
2400000T630N,T63,BJP,HFH
24000C21010R,C2101,VNP,TJP
24000C21030T,C2103,VNP,TJP
2400000Z7907,Z79,BJP,DLT
24000C22430E,C2243,VNP,TJP
24000C26110I,C2611,VNP,TXP
24000C21050M,C2105,VNP,TJP
24000C21070L,C2107,VNP,TJP
24000C224505,C2245,VNP,TJP
24000C21090P,C2109,VNP,TJP
24000C21110O,C2111,VNP,TJP
24000C261505,C2615,VNP,TXP
24000C211306,C2113,VNP,TJP
24000C211506,C2115,VNP,TJP
2400000K3926,K39,BJP,HRX
2400000K510X,K51,BJP,RZK
24000C26130A,C2613,VNP,TXP
240000K10116,K101,BJP,RZH
24000K770604,K7703,CDP,VVP
5f0000Z15700,Z157,UTH,HBB
2400000D290H,D29,BJP,VAB
2400000D210Q,D21,BJP,CCT
2400000D250R,D25,BJP,VAB
240000K33918,K339,BJP,JMB
240000T29707,T297,BJP,MDB
240000D1010I,D101,BJP,VAB
240000K26500,K265,BJP,JMB
2400000D190H,D19,BJP,CCT
2400000D730A,D73,BJP,JLL
2400000D270N,D27,BJP,VAB
2400000D230M,D23,BJP,CCT
240000Z11700,Z117,BJP,JLL
87000K108300,K1083,YIJ,HBB
2400000Z6300,Z63,BJP,CCT
2400000Z610E,Z61,BJP,CCT
240000K8170E,K817,BXP,CDW
240000K1170V,K117,BXP,PRW
24000000T70S,T7,BXP,CDW
24000K13630C,K1363,BXP,CDW
240000G50108,G501,BXP,CWQ
240000G5290B,G529,BXP,NFZ
2400000K210T,K21,BXP,GBZ
240000K9670H,K967,BJP,DIQ
240000Z14901,Z149,BXP,GIW
2400000Z530E,Z53,BXP,KMM
2400000G8308,G83,BXP,CWQ
240000G42102,G421,BXP,NFZ
240000G48702,G487,BXP,NXG
240000T14513,T145,BJP,NCG
240000G49102,G491,BXP,NXG
240000Z1610O,Z161,BXP,KMM
240000G50302,G503,BXP,CWQ
24000000T10K,T1,BJP,CSQ
240000G50502,G505,BXP,CWQ
24000000Z503,Z5,BXP,NNZ
2400000Z7708,Z77,BXP,GIW
240000Z28503,Z285,BXP,NNZ
240000K1570Z,K157,BXP,ZJZ
250000Z20600,Z207,TJP,CSQ
240000K4710Y,K471,BXP,KMM
240000T28906,T289,BXP,NNZ
2400000G5504,G55,VNP,FZS
240000G16502,G165,VNP,XKS
2400000Z590C,Z59,BXP,FZS
240000K47300,K473,BJP,KMM
240000K5070X,K507,BXP,GIW
2400000T470X,T47,BJP,QHX
24000000Z109,Z1,BJP,HBB
2400000Z1509,Z15,BJP,HBB
2400000T1700,T17,BJP,MDB
240000G26110,G261,VNP,UAH
240000G2630A,G263,VNP,HFH
240000G26507,G265,VNP,HFH
24000K10710G,K1071,BXP,AQH
24000K11090C,K1109,BXP,HKH
2400000G2908,G29,VNP,HFH
240000G26709,G267,VNP,HFH
240000G2690B,G269,VNP,HFH
240000G2710E,G271,VNP,HFH
240000Z22500,Z225,BJP,HFH
260000K22002,K217,HDP,BTC
1300000K5500,K55,DLT,BTC
16000014580M,1455,TLD,HHC
240000K61705,K617,BXP,NDC
2400000K431C,K43,BJP,LZJ
24000K117708,K1177,BJP,YIJ
240000T1770L,T177,BJP,WMR
240000Z31500,Z315,BXP,HHC
24000K159505,K1595,VAP,WXC
240000K2630N,K263,BJP,BTC
240000K5730F,K573,BXP,DYC
630000K6000B,K597,GZQ,BTC
2400000K890G,K89,BXP,HHC
240000Z31701,Z317,BJP,BTC
25000011360E,1133,TJP,WXC
250000K88810,K885,TJP,XNO
050000K27600,K273,MLX,HHC
2400000G3108,G31,VNP,HGH
240000G16702,G167,VNP,VRH
2400000G5901,G59,VNP,NGH
2400000G3508,G35,VNP,HGH
2400000G4500,G45,VNP,JUH
2400000G370B,G37,VNP,HGH
2400000G3903,G39,VNP,HGH
24000000Z90G,Z9,BJP,HZH
240000G17700,G177,VNP,QDK
240000G17910,G179,VNP,QDK
240000G18107,G181,VNP,QDK
240000G18307,G183,VNP,QDK
240000G18506,G185,VNP,QDK
240000G18707,G187,VNP,QDK
240000G18908,G189,VNP,QDK
240000G19107,G191,VNP,QDK
240000G1950C,G195,VNP,QDK
240000G19708,G197,VNP,QDK
240000G19901,G199,VNP,QDK
240000G20109,G201,VNP,NKH
240000G20308,G203,VNP,NKH
240000G20700,G207,VNP,UUH
240000G48300,G483,VNP,JGK
240000G2050B,G205,VNP,NKH
240000D40108,D401,VNP,JGK
240000K4110I,K411,BJP,WKK
2400000Z2103,Z21,BXP,LSO
240000T17506,T175,BXP,XNO
2400000Z550F,Z55,BXP,LZJ
240000Z15102,Z151,BXP,XNO
2400000Z7501,Z75,BXP,LZJ
240000K62904,K629,BXP,LZJ
24000K145307,K1453,BXP,GZG
240000T1670Q,T167,BXP,NCG
240000K5710L,K571,BXP,LYS
2400000Z7101,Z71,BJP,SHS
240000Z1330C,Z133,BXP,JGG
2400000Z650B,Z65,BXP,NCG
240000Z10702,Z107,BXP,SZQ
2400000Z670D,Z67,BXP,NCG
240000K10513,K105,BXP,SZQ
2400000T650H,T65,BJP,NJH
01000K108405,K1081,HBB,YIJ
24000K774406,K7741,CDP,SJP
330000K21802,K219,BTC,HDP
25000K77280W,K7725,QTP,HDP
240000G50705,G507,BXP,HKN
240000K2690I,K269,BXP,LYF
24000G673105,G6731,BXP,HPP
24000K116307,K1163,BXP,CBF
24000D20010F,D2001,BXP,ABV
240000G65306,G653,BXP,EAY
240000G67108,G671,BXP,BBY
2400000G9102,G91,BXP,TNV
240000G60503,G605,BXP,TNV
240000G55903,G559,BXP,ZAF
240000G57109,G571,BXP,OYN
240000G51110,G511,BXP,WHN
2400000Z6902,Z69,BXP,WMR
240000G65504,G655,BXP,EAY
240000K2790U,K279,BXP,SNN
24000G674107,G6741,BXP,HPP
240000G60706,G607,BXP,TNV
240000G60905,G609,BXP,AJV
24000G670107,G6701,BXP,SJP
240000G61107,G611,BXP,TNV
240000G61305,G613,BXP,TNV
240000G42901,G429,BXP,EGF
240000G65905,G659,BXP,EAY
24000K11150B,K1115,BXP,BTC
240000K1830Z,K183,BXP,NFF
24000G670304,G6703,BXP,SJP
240000K26716,K267,BJP,HHQ
24000D200307,D2003,BXP,ABV
2400000G8905,G89,BXP,ZAF
2400000T410J,T41,BXP,XAY
24000G673307,G6733,BXP,HPP
240000G67304,G673,BXP,BBY
240000G66106,G661,BXP,EAY
240000G61701,G617,BXP,TNV
2500000T5801,T55,TJP,BJY
240000G52104,G521,BXP,HKN
24000D200509,D2005,BXP,LXV
240000G66306,G663,BXP,EAY
240000G66509,G665,BXP,EAY
25000D660802,D6605,QTP,SJP
240000G5730D,G573,BXP,WHN
240000G58500,G585,BXP,WHN
24000G674305,G6743,BXP,HPP
25000T56840L,T5681,QTP,SJP
2400000T4905,T49,BXP,ESN
240000G6670F,G667,BXP,EAY
240000G61910,G619,BXP,TNV
25000K77160C,K7713,QTP,SJP
240000G5610B,G561,BXP,ZZF
24000K770700,K7707,BJP,SJP
240000G52503,G525,BXP,HKN
240000K2610U,K261,BXP,HOY
24000G671503,G6715,BXP,SJP
240000G56306,G563,BXP,ZAF
240000G66905,G669,BXP,EAY
24000000Z30B,Z3,BXP,HAN
240000G62102,G621,BXP,TNV
24000Z409510,Z4095,BXP,XFN
240000G62302,G623,BXP,TNV
240000G5270A,G527,BXP,WHN
240000Y51403,Y511,CDP,HDP
240000G56509,G565,BXP,ZAF
24000G670503,G6705,BXP,SJP
240000T2310N,T231,BXP,XAY
240000G62503,G625,BXP,TNV
240000G56705,G567,BXP,ZAF
24000G670708,G6707,BXP,SJP
240000K4010L,K401,BXP,ZKN
2400000Z4300,Z43,BXP,XAY
240000Z27703,Z277,BXP,YIJ
240000G62703,G627,BXP,TNV
25000D660400,D6601,QTP,SJP
24000G67350C,G6735,BXP,HPP
24000G674504,G6745,BXP,SJP
24000D672103,D6721,BXP,SJP
24000G67130C,G6713,BXP,SJP
24000G670908,G6709,BXP,SJP
240000K1790J,K179,BXP,ZZF
240000K60905,K609,BJP,HCY
3300000K5600,K57,BTC,DLT
270000K96200,K959,LFV,SYT
24000000D50G,D5,BJP,SBT
2400000D150P,D15,BJP,SYT
2400000D170B,D17,BJP,SBT
240000K4290I,K429,BJP,THL
24000022510N,2251,BJP,DUT
2400000D110I,D11,BJP,SBT
24000000D90A,D9,BJP,SBT
6500000Z1400,Z11,GGQ,SBT
2400000D510M,D51,BJP,SBT
24000000D70C,D7,BJP,SBT
24000000D10O,D1,BJP,SYT
24000000D30H,D3,BJP,SBT
2400000D130I,D13,BJP,SYT
2400000K530F,K53,BJP,SBT
2400000K9501,K95,BJP,FET
120000K96000,K961,SYT,LFV
240000K6030I,K603,BJP,YNV
240000K6010E,K601,BJP,TYV
240000G55502,G555,BXP,HAN
240000G5190I,G519,BXP,WHN
24000D203105,D2031,BXP,WHN
240000G52305,G523,BXP,WHN
2400000Z3707,Z37,BXP,WCN
2400000G8704,G87,BXP,EAY
2400000Z190G,Z19,BXP,XAY
24000014870M,1487,BXP,ZZF
240000G56905,G569,BXP,ZZF
24000013030I,1303,BXP,ZZF
240000254915,2549,BJP,AST
330000K27406,K275,HHC,MLX
240000K49709,K497,BJP,JGX
24000K11890D,K1189,BJP,WWT
24000064370F,6437,BXP,DFP
240000K14709,K147,BXP,FYH
26000K770403,K7705,VVP,CDP
24000K771108,K7711,BJP,CDP
24000044710B,4471,VAP,CDP
260000Y51203,Y513,HDP,CDP
24000K771705,K7717,BJP,CDP
24000021010C,2101,VAP,FXD
26000K77420A,K7742,SJP,CDP
24000026210B,2621,VAP,CFD
24000018010B,1801,VAP,QHX
24000K101505,K1015,VAP,TLD
33000014560H,1457,HHC,TLD
24000025590E,2559,VAP,CFD
2400000D4509,D45,BJP,DFT
2400000D410C,D41,BJP,DFT
2400000D330F,D33,BJP,DLT
2400000D3708,D37,BJP,DFT
240000K6810N,K681,BJP,DLT
25000026020B,2603,QTP,DTV
240000K6150C,K615,BJP,DTV
2400000Z510B,Z51,BJP,NUH
010000Z15800,Z155,HBB,UTH
240000646108,6461,BJP,HBP
24000L773908,L7739,BJP,QYP
24000020710I,2071,BJP,JIK
240000Y50103,Y501,BXP,HSP
24000015030P,1503,BJP,UKH
24000K190109,K1901,BJP,LVK
24000064510I,6451,BJP,YBP
24000K77510B,K7751,BJP,QTP
26000K77140B,K7715,SJP,QTP
2400000Z2908,Z29,BJP,YLH
240000Y50503,Y505,BJP,ZMP
24000044150D,4415,BJP,ZMP
260000Y51603,Y517,VVP,ZMP
240000Y5091A,Y509,BJP,QTP
26000D660600,D6607,SJP,QTP
24000T56870A,T5687,BJP,QTP
26000D660200,D6603,SJP,QTP
24000G900102,G9001,VNP,LJP
24000K778309,K7783,BOP,AJP
6i00000G7206,G72,IOQ,BXP
6b0000Z20200,Z202,SEQ,BXP
6c00000G6601,G66,IZQ,BXP
6c00000G6803,G68,IZQ,BXP
6i00000G8003,G80,IOQ,BXP
6c00000G7004,G70,IZQ,BXP
6300000Z3600,Z36,GZQ,BXP
6500000Z9800,Z98,JQO,BXP
6i0000D92801,D928,IOQ,BXP
6c0000D92203,D922,IZQ,BXP
6c0000D92404,D924,IZQ,BXP
6i0000D90205,D902,IOQ,BXP
6i0000D90404,D904,IOQ,BXP
6i0000D91000,D910,IOQ,BXP
6c0000G31200,G312,IZQ,ICW
630000K35608,K356,GZQ,CUW
690000K5860A,K587,OSQ,CDW
690000K83605,K837,OSQ,CUW
630000K20205,K202,GZQ,CUW
630000K1920K,K192,GZQ,CDW
630000K7760B,K776,GZQ,CUW
670000K68801,K688,OTQ,CUW
660000K81406,K814,ZVQ,CUW
630000K5280H,K528,GZQ,NJH
6c00000G8600,G86,IZQ,AOH
6b0000K5120C,K512,VUQ,SNH
6c000G130200,G1302,IZQ,AOH
6c000G130400,G1304,IZQ,AOH
630000T1700H,T170,GZQ,SNH
6c000G130601,G1306,IZQ,AOH
650000Z10001,Z100,GGQ,SHH
6c0000D93301,D933,IZQ,AOH
6c0000D93705,D937,IZQ,AOH
6b0000Z11200,Z112,VUQ,HBB
650000Z38300,Z383,GGQ,CCT
630000T37000,T370,GZQ,DLT
630000T12409,T124,GZQ,CCT
630000T25406,T254,GZQ,TJP
650000Z23600,Z236,GGQ,HBB
65000K122408,K1224,GGQ,CDW
630000K8270C,K827,GZQ,ICW
650000K48610,K486,SZQ,ICW
630000Z12204,Z122,GZQ,CDW
6c0000G28005,G280,IZQ,JGK
6c000G11020G,G1102,IZQ,WHN
6c000G610209,G6102,IZQ,CWQ
6c0000G83206,G832,IZQ,EAY
6c000G613209,G6132,IZQ,YIQ
6i000G100206,G1002,IOQ,WHN
6c00000G9404,G94,IZQ,ZAF
6c000G11040O,G1104,IZQ,WHN
6i000G601209,G6012,IOQ,CWQ
6c0000G27607,G276,IZQ,QDK
6c0000G63603,G636,IZQ,NXG
630000Z13801,Z138,GZQ,WMR
6c000G11060S,G1106,IZQ,WHN
6i000G60140B,G6014,IOQ,CWQ
63000K109608,K1096,GZQ,RXW
6b000K116803,K1168,VUQ,XAY
6c00000G9605,G96,IZQ,EAY
6i000G614200,G6142,IOQ,KAQ
6i000G100405,G1004,IOQ,WHN
6c000G11080F,G1108,IZQ,WHN
6c000G61040J,G6104,IZQ,CWQ
630000K7700H,K770,GZQ,HOY
6i00000G7403,G74,IOQ,ZAF
6c0000G55203,G552,IZQ,OYN
6c0000G54204,G542,IZQ,ZAF
63000K11600B,K1160,GZQ,YAK
6c000G610609,G6106,IZQ,CWQ
6i000G100606,G1006,IOQ,WHN
6i0000G81802,G818,IOQ,EAY
6i0000G53203,G532,IOQ,SJP
6c000G111007,G1110,IZQ,WHN
630000K64807,K648,GZQ,XAY
6i0000G8220B,G822,IOQ,EAY
63000K117206,K1172,GZQ,RXW
6c000G11120D,G1112,IZQ,WHN
6i000G100807,G1008,IOQ,WHN
6c000G11140F,G1114,IZQ,WHN
6c0000G83607,G836,IZQ,EAY
6c000G111605,G1116,IZQ,WHN
6c000G111804,G1118,IZQ,WHN
630000Z26401,Z264,GZQ,LSO
6i000G601606,G6016,IOQ,CWQ
6i000G101004,G1010,IOQ,WHN
6c000G610805,G6108,IZQ,CWQ
6c000G11200A,G1120,IZQ,WHN
6c0000G84004,G840,IZQ,EAY
6i000G603400,G6034,IOQ,YIQ
6i000G601809,G6018,IOQ,CWQ
6c000G11220F,G1122,IZQ,WHN
6c000D210204,D2102,IZQ,WHN
6c0000G63202,G632,IZQ,NXG
69000K90640B,K9064,OSQ,RDQ
6i000G103200,G1032,IOQ,HAN
6c000G140201,G1402,IZQ,SRG
6i0000G82604,G826,IOQ,EAY
650000K93609,K936,GGQ,XFN
6i000G101203,G1012,IOQ,WHN
6300000Z9000,Z90,GZQ,SJP
6c0000G5440H,G544,IZQ,ZAF
63000K100810,K1008,GZQ,ZKN
6c0000G54607,G546,IZQ,ZZF
6i000G101402,G1014,IOQ,WHN
6c000G112406,G1124,IZQ,WHN
6c000G112605,G1126,IZQ,WHN
650000K93206,K932,GGQ,HAN
6i00000G7802,G78,IOQ,WHN
6i000G602006,G6020,IOQ,CWQ
6c0000G55403,G554,IZQ,LBN
6c000G611004,G6110,IZQ,CWQ
6c000G112804,G1128,IZQ,WHN
6c000G11300A,G1130,IZQ,WHN
6i000G600206,G6002,IOQ,CWQ
630000Z19000,Z190,GZQ,ZZF
6i000G101603,G1016,IOQ,WHN
6i000G101802,G1018,IOQ,WHN
6c000G140401,G1404,IZQ,HGH
6i000G602204,G6022,IOQ,CWQ
6c0000G54807,G548,IZQ,ZAF
630000K64207,K642,GZQ,XFN
6i00000G7602,G76,IOQ,ZAF
6c000G611209,G6112,IZQ,CWQ
6c000G113200,G1132,IZQ,WHN
6c000G615210,G6152,IZQ,KAQ
6i000G102000,G1020,IOQ,WHN
6300000K820F,K82,GZQ,XAY
6i0000G63403,G634,IOQ,NXG
6i000G614600,G6146,IOQ,KAQ
6c000G113405,G1134,IZQ,WHN
6c000G11360D,G1136,IZQ,WHN
6c000G113803,G1138,IZQ,WHN
6i000G602403,G6024,IOQ,CWQ
